Driven_Wheels,Engine Fuel Type,Engine HP,Market Category,Number of Doors,Popularity,_id,city mpg,highway MPG,isDeleted,make,model,price,release_date,size,style,transmission_type,updatedAt
rear wheel drive,regular unleaded,225,N/A,3,1851,63da94591e713e44ab9795ab,11,14,false,Dodge,Ram Wagon,2332,2000,Midsize,Passenger Van,AUTOMATIC,
rear wheel drive,regular unleaded,225,N/A,3,1851,63da94591e713e44ab9795ac,11,15,false,Dodge,Ram Wagon,23360,2001,Midsize,Passenger Van,AUTOMATIC,
rear wheel drive,regular unleaded,175,N/A,3,1851,63da94591e713e44ab9795ad,12,15,false,Dodge,Ram Wagon,21345,2001,Compact,Passenger Van,AUTOMATIC,
rear wheel drive,regular unleaded,175,N/A,3,1851,63da94591e713e44ab9795ae,13,15,false,Dodge,Ram Wagon,21345,2002,Compact,Passenger Van,AUTOMATIC,
four wheel drive,regular unleaded,170,N/A,2,1851,63da94591e713e44ab9795af,10,13,false,Dodge,Ramcharger,2000,1991,Midsize,2dr SUV,MANUAL,
rear wheel drive,regular unleaded,170,N/A,2,1851,63da94591e713e44ab9795b0,11,12,false,Dodge,Ramcharger,2000,1991,Midsize,2dr SUV,AUTOMATIC,
four wheel drive,regular unleaded,170,N/A,2,1851,63da94591e713e44ab9795b1,10,13,false,Dodge,Ramcharger,2000,1991,Midsize,2dr SUV,MANUAL,
rear wheel drive,regular unleaded,170,N/A,2,1851,63da94591e713e44ab9795b2,11,12,false,Dodge,Ramcharger,2000,1991,Midsize,2dr SUV,AUTOMATIC,
four wheel drive,regular unleaded,170,N/A,2,1851,63da94591e713e44ab9795b3,10,13,false,Dodge,Ramcharger,2000,1991,Midsize,2dr SUV,MANUAL,
rear wheel drive,regular unleaded,170,N/A,2,1851,63da94591e713e44ab9795b4,11,12,false,Dodge,Ramcharger,2000,1991,Midsize,2dr SUV,AUTOMATIC,
four wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795b5,11,14,false,Dodge,Ramcharger,2000,1992,Midsize,2dr SUV,MANUAL,
rear wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795b6,11,15,false,Dodge,Ramcharger,2000,1992,Midsize,2dr SUV,AUTOMATIC,
four wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795b7,11,14,false,Dodge,Ramcharger,2000,1992,Midsize,2dr SUV,MANUAL,
rear wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795b8,11,15,false,Dodge,Ramcharger,2000,1992,Midsize,2dr SUV,AUTOMATIC,
rear wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795b9,11,15,false,Dodge,Ramcharger,2000,1992,Midsize,2dr SUV,AUTOMATIC,
four wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795ba,11,14,false,Dodge,Ramcharger,2000,1992,Midsize,2dr SUV,MANUAL,
rear wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795bb,11,15,false,Dodge,Ramcharger,2000,1992,Midsize,2dr SUV,AUTOMATIC,
four wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795bc,11,14,false,Dodge,Ramcharger,2000,1992,Midsize,2dr SUV,MANUAL,
four wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795bd,11,15,false,Dodge,Ramcharger,2000,1993,Midsize,2dr SUV,AUTOMATIC,
rear wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795be,11,16,false,Dodge,Ramcharger,2000,1993,Midsize,2dr SUV,AUTOMATIC,
four wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795bf,11,15,false,Dodge,Ramcharger,2000,1993,Midsize,2dr SUV,AUTOMATIC,
four wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795c0,11,15,false,Dodge,Ramcharger,2000,1993,Midsize,2dr SUV,AUTOMATIC,
rear wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795c1,11,16,false,Dodge,Ramcharger,2000,1993,Midsize,2dr SUV,AUTOMATIC,
rear wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795c2,11,16,false,Dodge,Ramcharger,2000,1993,Midsize,2dr SUV,AUTOMATIC,
four wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795c3,11,15,false,Dodge,Ramcharger,2000,1993,Midsize,2dr SUV,AUTOMATIC,
rear wheel drive,regular unleaded,230,N/A,2,1851,63da94591e713e44ab9795c4,11,16,false,Dodge,Ramcharger,2000,1993,Midsize,2dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795c5,21,30,false,Land Rover,Range Rover Evoque,60000,2015,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",2,258,63da94591e713e44ab9795c6,21,30,false,Land Rover,Range Rover Evoque,57600,2015,Compact,2dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795c7,21,30,false,Land Rover,Range Rover Evoque,48300,2015,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795c8,21,30,false,Land Rover,Range Rover Evoque,48300,2015,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795c9,21,30,false,Land Rover,Range Rover Evoque,41100,2015,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",2,258,63da94591e713e44ab9795ca,21,30,false,Land Rover,Range Rover Evoque,45100,2015,Compact,2dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795cb,21,30,false,Land Rover,Range Rover Evoque,44100,2015,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",2,258,63da94591e713e44ab9795cc,21,30,false,Land Rover,Range Rover Evoque,49900,2015,Compact,2dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795cd,21,30,false,Land Rover,Range Rover Evoque,48300,2015,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795ce,21,30,false,Land Rover,Range Rover Evoque,56600,2015,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795cf,21,30,false,Land Rover,Range Rover Evoque,55700,2015,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795d0,21,30,false,Land Rover,Range Rover Evoque,48900,2015,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795d1,21,30,false,Land Rover,Range Rover Evoque,48300,2015,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795d2,21,30,false,Land Rover,Range Rover Evoque,50475,2016,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795d3,21,30,false,Land Rover,Range Rover Evoque,53775,2016,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",2,258,63da94591e713e44ab9795d4,21,30,false,Land Rover,Range Rover Evoque,46675,2016,Compact,2dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",2,258,63da94591e713e44ab9795d5,21,30,false,Land Rover,Range Rover Evoque,53775,2016,Compact,2dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795d6,21,30,false,Land Rover,Range Rover Evoque,41475,2016,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795d7,21,30,false,Land Rover,Range Rover Evoque,60775,2016,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795d8,21,30,false,Land Rover,Range Rover Evoque,45675,2016,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795d9,21,29,false,Land Rover,Range Rover Evoque,51000,2017,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",2,258,63da94591e713e44ab9795da,21,29,false,Land Rover,Range Rover Evoque,45700,2017,Compact,2dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795db,21,29,false,Land Rover,Range Rover Evoque,45800,2017,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",2,258,63da94591e713e44ab9795dc,20,28,false,Land Rover,Range Rover Evoque,57700,2017,Compact,Convertible SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795dd,21,29,false,Land Rover,Range Rover Evoque,62500,2017,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",2,258,63da94591e713e44ab9795de,20,28,false,Land Rover,Range Rover Evoque,51100,2017,Compact,Convertible SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795df,21,29,false,Land Rover,Range Rover Evoque,41800,2017,Compact,4dr SUV,AUTOMATIC,
all wheel drive,premium unleaded (recommended),240,"Crossover,Luxury",4,258,63da94591e713e44ab9795e0,21,29,false,Land Rover,Range Rover Evoque,54200,2017,Compact,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab9795e1,14,19,false,Land Rover,Range Rover Sport,79100,2014,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),340,"Luxury,Performance",4,258,63da94591e713e44ab9795e2,17,23,false,Land Rover,Range Rover Sport,67600,2014,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury,Performance",4,258,63da94591e713e44ab9795e3,17,23,false,Land Rover,Range Rover Sport,62600,2014,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab9795e4,14,19,false,Land Rover,Range Rover Sport,92400,2014,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),510,"Luxury,High-Performance",4,258,63da94591e713e44ab9795e5,14,19,false,Land Rover,Range Rover Sport,92400,2014,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),510,"Luxury,High-Performance",4,258,63da94591e713e44ab9795e6,14,19,false,Land Rover,Range Rover Sport,79100,2014,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury,Performance",4,258,63da94591e713e44ab9795e7,17,23,false,Land Rover,Range Rover Sport,67600,2014,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),340,"Luxury,Performance",4,258,63da94591e713e44ab9795e8,17,23,false,Land Rover,Range Rover Sport,62600,2014,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury,Performance",4,258,63da94591e713e44ab9795e9,17,23,false,Land Rover,Range Rover Sport,63350,2015,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury,Performance",4,258,63da94591e713e44ab9795ea,17,23,false,Land Rover,Range Rover Sport,68295,2015,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab9795eb,14,19,false,Land Rover,Range Rover Sport,79995,2015,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),550,"Flex Fuel,Factory Tuner,Luxury,High-Performance",4,258,63da94591e713e44ab9795ec,14,19,false,Land Rover,Range Rover Sport,110475,2015,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab9795ed,14,19,false,Land Rover,Range Rover Sport,92495,2015,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab9795ee,14,19,false,Land Rover,Range Rover Sport,92495,2015,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury,Performance",4,258,63da94591e713e44ab9795ef,17,23,false,Land Rover,Range Rover Sport,76875,2015,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),510,"Luxury,High-Performance",4,258,63da94591e713e44ab9795f0,14,19,false,Land Rover,Range Rover Sport,93075,2016,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),510,"Luxury,High-Performance",4,258,63da94591e713e44ab9795f1,14,19,false,Land Rover,Range Rover Sport,79950,2016,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),510,"Luxury,High-Performance",4,258,63da94591e713e44ab9795f2,14,19,false,Land Rover,Range Rover Sport,93295,2016,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),550,"Factory Tuner,Luxury,High-Performance",4,258,63da94591e713e44ab9795f3,14,19,false,Land Rover,Range Rover Sport,111350,2016,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),340,"Luxury,Performance",4,258,63da94591e713e44ab9795f4,17,23,false,Land Rover,Range Rover Sport,64950,2016,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,diesel,254,"Diesel,Luxury",4,258,63da94591e713e44ab9795f5,22,29,false,Land Rover,Range Rover Sport,66450,2016,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),340,"Luxury,Performance",4,258,63da94591e713e44ab9795f6,17,23,false,Land Rover,Range Rover Sport,69950,2016,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,diesel,254,"Diesel,Luxury",4,258,63da94591e713e44ab9795f7,22,29,false,Land Rover,Range Rover Sport,71450,2016,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),510,"Luxury,High-Performance",4,258,63da94591e713e44ab9795f8,14,19,false,Land Rover,Range Rover Sport,82695,2016,Midsize,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab9795f9,13,19,false,Land Rover,Range Rover,142100,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),510,"Luxury,High-Performance",4,258,63da94591e713e44ab9795fa,13,19,false,Land Rover,Range Rover,105300,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab9795fb,13,19,false,Land Rover,Range Rover,184105,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury",4,258,63da94591e713e44ab9795fc,17,23,false,Land Rover,Range Rover,83300,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab9795fd,13,19,false,Land Rover,Range Rover,136750,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab9795fe,13,19,false,Land Rover,Range Rover,105300,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab9795ff,13,19,false,Land Rover,Range Rover,100100,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),340,Luxury,4,258,63da94591e713e44ab979600,17,23,false,Land Rover,Range Rover,83300,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),510,"Luxury,High-Performance",4,258,63da94591e713e44ab979601,13,19,false,Land Rover,Range Rover,100100,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),510,"Luxury,High-Performance",4,258,63da94591e713e44ab979602,13,19,false,Land Rover,Range Rover,184105,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),510,"Luxury,High-Performance",4,258,63da94591e713e44ab979603,13,19,false,Land Rover,Range Rover,136750,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury",4,258,63da94591e713e44ab979604,17,23,false,Land Rover,Range Rover,88300,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab979605,13,19,false,Land Rover,Range Rover,118605,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),510,"Luxury,High-Performance",4,258,63da94591e713e44ab979606,13,19,false,Land Rover,Range Rover,142100,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (required),340,Luxury,4,258,63da94591e713e44ab979607,17,23,false,Land Rover,Range Rover,88300,2014,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury",4,258,63da94591e713e44ab979608,17,23,false,Land Rover,Range Rover,83495,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab979609,13,19,false,Land Rover,Range Rover,101995,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab97960a,13,19,false,Land Rover,Range Rover,106995,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab97960b,13,19,false,Land Rover,Range Rover,118845,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab97960c,13,19,false,Land Rover,Range Rover,186495,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury",4,258,63da94591e713e44ab97960d,17,23,false,Land Rover,Range Rover,98995,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury",4,258,63da94591e713e44ab97960e,17,23,false,Land Rover,Range Rover,89995,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),340,"Flex Fuel,Luxury",4,258,63da94591e713e44ab97960f,17,23,false,Land Rover,Range Rover,95195,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab979610,13,19,false,Land Rover,Range Rover,137995,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab979611,13,19,false,Land Rover,Range Rover,142995,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,flex-fuel (premium unleaded required/E85),510,"Flex Fuel,Luxury,High-Performance",4,258,63da94591e713e44ab979612,13,19,false,Land Rover,Range Rover,123845,2015,Large,4dr SUV,AUTOMATIC,
four wheel drive,diesel,254,"Diesel,Luxury",4,258,63da94591e713e44ab979613,22,29,false,Land Rover,Range Rover,86450,2016,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),510,"Luxury,High-Performance",4,258,63da94591e713e44ab979614,14,19,false,Land Rover,Range Rover,139995,2016,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),510,"Luxury,High-Performance",4,258,63da94591e713e44ab979615,14,19,false,Land Rover,Range Rover,103195,2016,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),510,"Luxury,High-Performance",4,258,63da94591e713e44ab979616,14,19,false,Land Rover,Range Rover,144995,2016,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),340,Luxury,4,258,63da94591e713e44ab979617,17,23,false,Land Rover,Range Rover,84950,2016,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),550,"Factory Tuner,Luxury,High-Performance",4,258,63da94591e713e44ab979618,14,19,false,Land Rover,Range Rover,199495,2016,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),510,"Luxury,High-Performance",4,258,63da94591e713e44ab979619,14,19,false,Land Rover,Range Rover,108195,2016,Large,4dr SUV,AUTOMATIC,
four wheel drive,premium unleaded (recommended),380,"Luxury,Performance",4,258,63da94591e713e44ab97961a,17,23,false,Land Rover,Range Rover,91950,2016,Large,4dr SUV,AUTOMATIC,
four wheel drive,diesel,254,"Diesel,Luxury",4,258,63da94591e713e44ab97961b,22,29,false,Land Rover,Range Rover,93450,2016,Large,4dr SUV,AUTOMATIC,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab97961c,21,26,false,Ford,Ranger,17990,2009,Compact,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab97961d,21,26,false,Ford,Ranger,17680,2009,Compact,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab97961e,15,21,false,Ford,Ranger,21050,2009,Compact,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,2,5657,63da94591e713e44ab97961f,15,19,false,Ford,Ranger,22305,2009,Compact,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab979620,15,19,false,Ford,Ranger,24255,2009,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab979621,21,26,false,Ford,Ranger,16395,2009,Compact,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,2,5657,63da94591e713e44ab979622,15,19,false,Ford,Ranger,24535,2009,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab979623,21,26,false,Ford,Ranger,18805,2009,Compact,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab979624,15,19,false,Ford,Ranger,23575,2009,Compact,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,2,5657,63da94591e713e44ab979625,15,19,false,Ford,Ranger,22985,2009,Compact,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab979626,15,19,false,Ford,Ranger,25805,2009,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab979627,21,26,false,Ford,Ranger,17665,2009,Compact,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab979628,15,21,false,Ford,Ranger,21675,2009,Compact,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,2,5657,63da94591e713e44ab979629,15,19,false,Ford,Ranger,21810,2009,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab97962a,21,26,false,Ford,Ranger,17890,2009,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,207,N/A,2,5657,63da94591e713e44ab97962b,15,21,false,Ford,Ranger,20405,2009,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab97962c,21,26,false,Ford,Ranger,19080,2009,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab97962d,22,27,false,Ford,Ranger,20580,2010,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab97962e,15,21,false,Ford,Ranger,23220,2010,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab97962f,15,21,false,Ford,Ranger,22485,2010,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,207,N/A,2,5657,63da94591e713e44ab979630,15,21,false,Ford,Ranger,22155,2010,Compact,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab979631,15,19,false,Ford,Ranger,25800,2010,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab979632,22,27,false,Ford,Ranger,19515,2010,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab979633,22,27,false,Ford,Ranger,17820,2010,Compact,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab979634,15,19,false,Ford,Ranger,24905,2010,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab979635,22,27,false,Ford,Ranger,18960,2010,Compact,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab979636,22,27,false,Ford,Ranger,19105,2010,Compact,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,2,5657,63da94591e713e44ab979637,15,19,false,Ford,Ranger,23570,2010,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab979638,22,27,false,Ford,Ranger,18160,2011,Compact,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab979639,16,21,false,Ford,Ranger,23495,2011,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab97963a,16,21,false,Ford,Ranger,22640,2011,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab97963b,22,27,false,Ford,Ranger,20740,2011,Compact,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab97963c,15,19,false,Ford,Ranger,26070,2011,Compact,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,143,N/A,2,5657,63da94591e713e44ab97963d,22,27,false,Ford,Ranger,19855,2011,Compact,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,207,N/A,4,5657,63da94591e713e44ab97963e,15,19,false,Ford,Ranger,25060,2011,Compact,Extended Cab Pickup,MANUAL,
